x80_percent,x95_percent
1371.799930709301,1455.4823911505684
1372.20268277787,1456.0983472855512
1372.6044139237215,1456.7127420539762
1373.0051318714275,1457.3255872695556
1373.4048442486376,1457.9368945977735
1373.8035585877738,1458.5466755584753
1374.2012823276868,1459.1549415284014
1374.5980228152755,1459.7617037436635
1374.9937873070694,1460.3669733021663
1375.3885829707783,1460.970761165976
1375.7824168868062,1461.573078163636
1376.1752960497333,1462.1739349924333
1376.5672273697655,1462.7733422206159
1376.9582176741515,1463.37131028956
1377.3482737085715,1463.967849515893
1377.7374021384949,1464.5629700935706
1378.1256095505087,1465.1566820959083
1378.5129024536186,1465.7489954775715
1378.8992872805227,1466.3399200765225
1379.2847703888572,1466.9294656159273
1379.6693580624178,1467.5176417060222
1380.0530565123545,1468.104457845941
1380.4358718783417,1468.6899234255056
1380.8178102297252,1469.274047726979
1381.1988775666437,1469.8568399267822
1381.5790798211297,1470.4383090971755
1381.9584228581862,1471.0184642079073
1382.3369124768433,1471.5973141278284
1382.714554411191,1472.1748676264729
1383.0913543313939,1472.751133375609
1383.4673178446837,1473.326119950758
1383.8424504963343,1473.899835832684
1384.2167577706134,1474.4722894088509
1384.590245091721,1475.0434889748567
1384.9629178247042,1475.613442735833
1385.3347812763573,1476.182158807821
1385.7058406961035,1476.7496452191212
1386.0761012768594,1477.315909911614
1386.445568155883,1477.8809607420571
1386.8142464156049,1478.4448054833576
1387.1821410844445,1479.0074518258193
1387.5492571376099,1479.5689073783665
1387.9155994978828,1480.1291796697444
1388.2811730363896,1480.6882761496975
1388.6459825733557,1481.2462041901242
1389.0100328788476,1481.8029710862122
1389.3733286735012,1482.3585840575508
1389.735874629235,1482.913050249223
1390.097675369952,1483.4663767328777
1390.4587354722266,1484.0185705077822
1390.8190594659816,1484.5696385018548
1391.1786518351496,1485.1195875726792
1391.5375170183252,1485.6684245084998
1391.895659409404,1486.2161560292
1392.25308335821,1486.7627887872613
1392.6097931711115,1487.3083293687066
1392.9657931116283,1487.8527842940257
1393.3210874010238,1488.3961600190844
1393.6756802188909,1488.9384629360186
1394.029575703725,1489.47969937411
1394.3827779534868,1490.0198756006496
1394.7352910261573,1490.5589978217831
1395.0871189402808,1491.0970721833444
1395.4382656755,1491.6341047716705
1395.7887351730799,1492.1701016144077
1396.138531336426,1492.7050686812986
1396.48765803159,1493.239011884959
1396.8361190877683,1493.7719370816399
1397.1839182977933,1494.303850071977
1397.531059418613,1494.8347566017276
1397.8775461717669,1495.3646623624943
1398.2233822438493,1495.8935729924374
1398.5685712869688,1496.4214940769737
1398.9131169191965,1496.9484311494666
1399.2570227250094,1497.4743896919006
1399.6002922557263,1497.9993751355485
1399.9429290299338,1498.5233928616244
1400.2849365339086,1499.0464482019283
1400.6263182220305,1499.5685464394783
1400.9670775171899,1500.0896928091336
1401.307217811188,1500.6098924982064
1401.6467424651307,1501.129150647065
1401.9856548098169,1501.6474723497258
1402.3239581461182,1502.164862654437
1402.6616557453551,1502.6813265642515
1402.9987508496656,1503.1968690375916
1403.335246672369,1503.7114949888046
1403.6711463983224,1504.2252092887093
1404.006453184273,1504.7380167651336
1404.3411701592036,1505.2499222034446
1404.6753004246743,1505.7609303470686
1405.0088470551568,1506.2710458980046
1405.341813098365,1506.7802735173282
1405.6742015755797,1507.2886178256902
1406.0060154819685,1507.7960834038038
1406.3372577869009,1508.302674792928
1406.6679314342575,1508.8083964953398
1406.9980393427368,1509.3132529748027
1407.327584406154,1509.8172486570259
1407.6565694937385,1510.3203879301163
1407.9849974504239,1510.8226751450252
1408.3128710971364,1511.3241146159867
1408.6401932310769,1511.8247106209496
1408.9669666259988,1512.324467402005
1409.2931940324834,1512.8233891658033
1409.6188781782096,1513.3214800839692
1409.944021768219,1513.8187442935073
1410.26862748518,1514.3151858972042
1410.5926979896442,1514.8108089640227
1410.9162359203015,1515.3056175294912
1411.239243894231,1515.7996155960866
1411.5617245071483,1516.2928071336125
1411.8836803336471,1516.7851960795717
1412.2051139274415,1517.2767863395318
1412.5260278216006,1517.7675817874876
1412.8464245287817,1518.2575862662175
1413.1663065414602,1518.7468035876336
1413.485676332156,1519.2352375331282
1413.8045363536553,1519.7228918539147
1414.1228890392322,1520.209770271364
1414.4407368028633,1520.6958764773356
1414.7580820394433,1521.181214134504
1415.0749271249936,1521.665786876681
1415.3912744168713,1522.149598309133
1415.7071262539735,1522.632652008894
1416.0224849569381,1523.114951525074
1416.3373528283441,1523.5965003791637
1416.6517321529072,1524.0773020653337
1416.9656251976726,1524.5573600507307
1417.2790342122069,1525.03667777577
1417.5919614287848,1525.5152586544211
1417.9044090625762,1525.9931060744943
1418.216379311828,1526.4702233979174
1418.5278743580448,1526.946613961014
1418.8388963661664,1527.4222810747747
1419.1494474847452,1527.8972280251257
1419.459529846117,1528.3714580731937
1419.7691455665731,1528.844974455567
1420.0782967465286,1529.317780384553
1420.386985470689,1529.7898790484337
1420.695213808213,1530.2612736117148
1421.0029838128762,1530.731967215374
1421.3102975232287,1531.2019629771055
1421.6171569627545,1531.6712639915606
1421.9235641400255,1532.1398733305853
1422.229521048856,1532.6077940434548
1422.5350296684528,1533.0750291571057
1422.8400919635662,1533.5415816763634
1423.144709884636,1534.0074545841683
1423.4488853679377,1534.4726508417982
1423.7526203357256,1534.937173389088
1424.0559166963756,1535.401025144646
1424.3587763445234,1535.864209006068
1424.6612011612046,1536.326727850149
1424.9631930139888,1536.7885845330911
1425.264753757116,1537.2497818907093
1425.5658852316287,1537.7103227386349
1425.8665892655029,1538.1702098725161
1426.1668676737777,1538.6294460682154
1426.4667222586827,1539.088034082006
1426.7661548097658,1539.5459766507643
1427.0651671040155,1540.00327649216
1427.3637609059851,1540.459936304845
1427.6619379679153,1540.9159587686393
1427.9597000298518,1541.3713465447136
1428.2570488197655,1541.8261022757713
1428.553986053669,1542.2802285862272
1428.8505134357317,1542.7337280823835
1429.1466326583952,1543.1866033526062
1429.442345402484,1543.638856967495
